,Drug,Treated,Repulls,Mortalities,Treatment Success(%),Case Fatality Rate(%),$/Hd/Rx,Treatment $,Month,Year,Risk,Season
8,Baytril,64,36.0,22.0,0.44,0.34,29.69,1900.16,February,2017,Low,Spring
9,BaytrilAs2ndRx,792,0.0,125.0,1.0,0.16,0.0,0.0,February,2017,Low,Spring
10,BaytrilAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
11,Bio-Mycin,31,12.0,4.0,0.61,0.13,3.4,105.4,February,2017,Low,Spring
12,Bio-MyicnAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
13,Borgal,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
14,Ceftiflex,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
15,Draxxin,9732,641.0,586.0,0.93,0.06,37.93,369086.11,February,2017,Low,Spring
16,DraxxinAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
17,DraxxinAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
18,Excede,69,18.0,8.0,0.74,0.12,0.0,0.0,February,2017,Low,Spring
19,ExcedeAs2ndRx,63,0.0,31.0,1.0,0.49,0.0,0.0,February,2017,Low,Spring
20,ExcedeAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
21,Excenel,5,1.0,1.0,0.8,0.2,0.0,0.0,February,2017,Low,Spring
22,Hexasol,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
23,LA-200,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
24,MassRxBio-Mycin,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
25,MassRxDraxxin,199,0.0,2.0,1.0,0.01,22.05,4387.95,February,2017,Low,Spring
26,MassRxDraxxin/Excede,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
27,MassRxExcede,108,26.0,10.0,0.76,0.09,0.0,0.0,February,2017,Low,Spring
28,MassRxLA-200,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
29,MassRxMicotil,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
30,MassRxNaxcel,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
31,MassRxNoromycin300LA,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
32,MassRxNuflor,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
0,MassRxZuprevo,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
1,Micotil,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
2,MicotilAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
3,MicotilAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
4,Naxcel,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
5,NaxcelAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
6,NaxcelAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
7,Nuflor,126,34.0,5.0,0.73,0.04,48.53,6114.78,February,2017,Natural,Spring
8,NuflorAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
9,NuflorAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
10,NuflorGold,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
11,NuflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
12,Oxy100,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
13,Polyflex,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
14,Pro-Pen-G,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
15,ResflorGold,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
16,ResflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
17,Tetradure,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
18,Tylan,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
19,Zactran,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
20,Zuprevo,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
0,MassRxZactran,32814,1338.0,109.0,0.96,0.0,25.87,848898.21,February,2017,Low,Spring
1,MassRxZactran/Excede,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
2,MassRxZuprevo,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
3,Micotil,45,0.0,4.0,1.0,0.09,0.0,0.0,February,2017,Low,Spring
4,MicotilAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
5,MicotilAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
6,Naxcel,21,0.0,5.0,1.0,0.24,10.28,215.88,February,2017,Low,Spring
7,NaxcelAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
8,NaxcelAs3rdRx,11,0.0,4.0,1.0,0.36,0.0,0.0,February,2017,Low,Spring
9,Nuflor,3103,397.0,263.0,0.87,0.08,29.52,91600.56,February,2017,Low,Spring
10,NuflorAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
11,NuflorAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
12,NuflorGold,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
13,NuflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
14,Oxy100,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
15,Polyflex,28,0.0,3.0,1.0,0.11,7.3,204.4,February,2017,Low,Spring
16,Pro-Pen-G,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
17,ResflorGold,328,0.0,35.0,1.0,0.11,0.0,0.0,February,2017,Low,Spring
18,ResflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
19,Tetradure,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
20,Tylan,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
21,Zactran,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
22,Zuprevo,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
1,300PROLA,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
2,A180,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
3,A180As2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
4,Adspec,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
5,Advocin,332,2.0,41.0,0.99,0.12,37.6,12481.78,February,2017,Moderate,Spring
6,AdvocinAs2ndRx,151,0.0,38.0,1.0,0.25,0.0,0.0,February,2017,Moderate,Spring
7,AlbonBolus,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
8,Baytril,458,71.0,15.0,0.84,0.03,20.15,9226.41,February,2017,Moderate,Spring
9,BaytrilAs2ndRx,513,0.0,86.0,1.0,0.17,0.0,0.0,February,2017,Moderate,Spring
10,BaytrilAs3rdRx,97,0.0,46.0,1.0,0.47,0.0,0.0,February,2017,Moderate,Spring
11,Bio-Mycin,2647,531.0,77.0,0.8,0.03,5.01,13261.47,February,2017,Moderate,Spring
12,Bio-MyicnAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
13,Borgal,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
14,Ceftiflex,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
15,Draxxin,12798,1853.0,1027.0,0.86,0.08,34.76,444837.15,February,2017,Moderate,Spring
16,DraxxinAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
17,DraxxinAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
18,Excede,779,171.0,85.0,0.78,0.11,35.31,27506.49,February,2017,Moderate,Spring
19,ExcedeAs2ndRx,622,0.0,146.0,1.0,0.23,0.0,0.0,February,2017,Moderate,Spring
20,ExcedeAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
21,Excenel,67,0.0,12.0,1.0,0.18,0.0,0.0,February,2017,Moderate,Spring
22,Hexasol,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
23,LA-200,48,0.0,2.0,1.0,0.04,5.39,258.72,February,2017,Moderate,Spring
24,MassRxBio-Mycin,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
25,MassRxDraxxin,2758,383.0,57.0,0.86,0.02,30.59,84381.01,February,2017,Moderate,Spring
26,MassRxDraxxin/Excede,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
27,MassRxExcede,2944,318.0,35.0,0.89,0.01,24.73,72805.12,February,2017,Moderate,Spring
28,MassRxLA-200,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
29,MassRxMicotil,17088,1972.0,240.0,0.88,0.01,16.99,290325.12,February,2017,Moderate,Spring
30,MassRxNaxcel,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
31,MassRxNoromycin300LA,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
32,MassRxNuflor,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
33,MassRxZactran,10576,0.0,28.0,1.0,0.0,19.59,207183.84,February,2017,Moderate,Spring
0,MassRxZactran/Excede,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
1,MassRxZuprevo,2814,110.0,19.0,0.96,0.01,22.59,63582.33,February,2017,Moderate,Spring
2,Micotil,328,150.0,3.0,0.54,0.01,17.08,5602.24,February,2017,Moderate,Spring
3,MicotilAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
4,MicotilAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
5,Naxcel,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
6,NaxcelAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
7,NaxcelAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
8,Nuflor,2234,630.0,215.0,0.72,0.1,34.11,76195.36,February,2017,Moderate,Spring
9,NuflorAs2ndRx,277,0.0,104.0,1.0,0.38,0.0,0.0,February,2017,Moderate,Spring
10,NuflorAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
11,NuflorGold,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
12,NuflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
13,Oxy100,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
14,Polyflex,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
15,Pro-Pen-G,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
16,ResflorGold,1460,491.0,249.0,0.66,0.17,31.59,46121.4,February,2017,Moderate,Spring
17,ResflorGoldAs2ndRx,1108,0.0,148.0,1.0,0.13,0.0,0.0,February,2017,Moderate,Spring
18,Tetradure,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
19,Tylan,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Moderate,Spring
20,Zactran,48,11.0,1.0,0.77,0.02,23.81,1142.88,February,2017,Moderate,Spring
21,Zuprevo,32,0.0,0.0,1.0,0.0,30.34,970.88,February,2017,Moderate,Spring
1,300PROLA,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
2,A180,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
3,A180As2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
4,Adspec,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
5,Advocin,346,22.0,40.0,0.94,0.12,39.09,13526.29,February,2017,High,Spring
6,AdvocinAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
7,AlbonBolus,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
8,Baytril,303,78.0,57.0,0.74,0.19,24.36,7381.08,February,2017,High,Spring
9,BaytrilAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
10,BaytrilAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
11,Bio-Mycin,291,33.0,27.0,0.89,0.09,7.34,2134.97,February,2017,High,Spring
12,Bio-MyicnAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
13,Borgal,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
14,Ceftiflex,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
15,Draxxin,11032,1652.0,554.0,0.85,0.05,39.14,431792.47,February,2017,High,Spring
16,DraxxinAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
17,DraxxinAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
18,Excede,808,222.0,85.0,0.73,0.11,23.93,19333.42,February,2017,High,Spring
19,ExcedeAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
20,ExcedeAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
21,Excenel,24,4.0,2.0,0.83,0.08,37.79,906.96,February,2017,High,Spring
22,Hexasol,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
23,LA-200,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
24,MassRxBio-Mycin,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
25,MassRxDraxxin,59,0.0,1.0,1.0,0.02,35.29,2082.11,February,2017,High,Spring
26,MassRxDraxxin/Excede,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
27,MassRxExcede,359,42.0,4.0,0.88,0.01,21.43,7693.37,February,2017,High,Spring
28,MassRxLA-200,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
29,MassRxMicotil,322,44.0,3.0,0.86,0.01,17.95,5779.9,February,2017,High,Spring
30,MassRxNaxcel,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
31,MassRxNoromycin300LA,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
32,MassRxNuflor,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
33,MassRxZactran,97,34.0,0.0,0.65,0.0,15.28,1482.16,February,2017,High,Spring
0,MassRxZactran/Excede,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
1,MassRxZuprevo,2585,831.0,62.0,0.68,0.02,25.51,65943.35,February,2017,High,Spring
2,Micotil,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
3,MicotilAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
4,MicotilAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
5,Naxcel,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
6,NaxcelAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
7,NaxcelAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
8,Nuflor,3814,910.0,332.0,0.76,0.09,35.82,136617.48,February,2017,High,Spring
9,NuflorAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
10,NuflorAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
11,NuflorGold,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
12,NuflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
13,Oxy100,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
14,Polyflex,3,1.0,1.0,0.67,0.33,18.42,55.26,February,2017,High,Spring
15,Pro-Pen-G,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
16,ResflorGold,10,0.0,0.0,1.0,0.0,0.0,0.0,February,2017,High,Spring
17,ResflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
18,Tetradure,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
19,Tylan,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
20,Zactran,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,High,Spring
21,Zuprevo,326,91.0,52.0,0.72,0.16,48.98,15967.48,February,2017,High,Spring
1,300PROLA,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
2,A180,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
3,A180As2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
4,Adspec,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
5,Advocin,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
6,AlbonBolus,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
7,Baytril,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
8,BaytrilAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
9,BaytrilAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
10,Bio-Mycin,10,0.0,0.0,1.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
11,Bio-MyicnAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
12,Borgal,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
13,Ceftiflex,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
14,Draxxin,12,0.0,0.0,1.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
15,DraxxinAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
16,DraxxinAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
17,Excede,53,0.0,0.0,1.0,0.06,0.0,0.0,February,2017,UltraHigh,Spring
18,ExcedeAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
19,ExcedeAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
20,Excenel,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
21,Hexasol,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
22,LA-200,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
23,MassRxBio-Mycin,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
24,MassRxDraxxin,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
25,MassRxDraxxin/Excede,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
26,MassRxExcede,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
27,MassRxLA-200,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
28,MassRxMicotil,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
29,MassRxNaxcel,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
30,MassRxNoromycin300LA,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
31,MassRxNuflor,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
32,MassRxZactran,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
33,MassRxZactran/Excede,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
0,MassRxZuprevo,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
1,Micotil,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
2,MicotilAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
3,MicotilAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
4,Naxcel,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
5,NaxcelAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
6,NaxcelAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
7,Nuflor,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
8,NuflorAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
9,NuflorAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
10,NuflorGold,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
11,NuflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
12,Oxy100,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
13,Polyflex,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
14,Pro-Pen-G,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
15,ResflorGold,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
16,ResflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
17,Tetradure,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
18,Tylan,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
19,Zactran,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,UltraHigh,Spring
20,Zuprevo,12,0.0,3.0,1.0,0.25,0.0,0.0,February,2017,UltraHigh,Spring
1,300PROLA,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
2,A180,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
3,A180As2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
4,Adspec,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
5,Advocin,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
6,AlbonBolus,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
7,Baytril,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
8,BaytrilAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
9,BaytrilAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
10,Bio-Mycin,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
11,Bio-MyicnAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
12,Borgal,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
13,Ceftiflex,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
14,Draxxin,1027,280.0,40.0,0.73,0.04,32.44,33315.88,February,2017,Natural,Spring
15,DraxxinAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
16,DraxxinAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
17,Excede,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
18,ExcedeAs2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
19,ExcedeAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
20,Excenel,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
21,Hexasol,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
22,LA-200,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
23,MassRxBio-Mycin,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
24,MassRxDraxxin,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
25,MassRxDraxxin/Excede,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
26,MassRxExcede,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
27,MassRxLA-200,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
28,MassRxMicotil,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
29,MassRxNaxcel,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
30,MassRxNoromycin300LA,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
31,MassRxNuflor,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
32,MassRxZactran,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
33,MassRxZactran/Excede,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Natural,Spring
1,300PROLA,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2018,Low,Spring
2,A180,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2018,Low,Spring
3,A180As2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2018,Low,Spring
4,Adspec,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2018,Low,Spring
5,Advocin,79,16.0,9.0,0.8,0.11,36.1,2851.58,February,2018,Low,Spring
6,AdvocinAs2ndRx,36,3.0,9.0,0.92,0.25,24.32,875.52,February,2018,Low,Spring
7,AlbonBolus,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2018,Low,Spring
8,Baytril,8,7.0,1.0,0.12,0.12,17.01,136.08,February,2018,Low,Spring
9,BaytrilAs2ndRx,6,1.0,0.0,0.83,0.0,22.4,134.4,February,2018,Low,Spring
10,BaytrilAs3rdRx,8,1.0,2.0,0.88,0.25,24.17,193.36,February,2018,Low,Spring
