,Drug,Treated,Repulls,Mortalities,Treatment Success(%),Case Fatality Rate(%),$/Hd/Rx,Treatment $,Month,Year,Risk,Season
32,MassRxNuflor,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2017,Low,Spring
0,MassRxZuprevo,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
1,Micotil,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
2,MicotilAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
3,MicotilAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
4,Naxcel,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
5,NaxcelAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
6,NaxcelAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
7,Nuflor,126,34.0,5.0,73.02,3.97,8.53,114.78,February,2017,Natural,Spring
8,NuflorAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
9,NuflorAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
10,NuflorGold,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
11,NuflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
12,Oxy100,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
13,Polyflex,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
14,Pro-Pen-G,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
15,ResflorGold,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
16,ResflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
17,Tetradure,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
18,Tylan,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
19,Zactran,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
20,Zuprevo,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
0,MassRxZactran,32814,1338.0,109.0,95.92,0.33,5.87,48898.21,February,2017,Low,Spring
1,MassRxZactran/Excede,0,0.0,0.0,0.0,0.0,,,February,2017,Low,Spring
2,MassRxZuprevo,0,0.0,0.0,0.0,0.0,,,February,2017,Low,Spring
3,Micotil,45,0.0,4.0,100.0,8.89,,,February,2017,Low,Spring
4,MicotilAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,Low,Spring
5,MicotilAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,Low,Spring
6,Naxcel,21,0.0,5.0,100.0,23.81,0.28,15.88,February,2017,Low,Spring
7,NaxcelAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,Low,Spring
8,NaxcelAs3rdRx,11,0.0,4.0,100.0,36.36,,,February,2017,Low,Spring
9,Nuflor,3103,397.0,263.0,87.21,8.48,9.52,1600.56,February,2017,Low,Spring
10,NuflorAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,Low,Spring
11,NuflorAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,Low,Spring
12,NuflorGold,0,0.0,0.0,0.0,0.0,,,February,2017,Low,Spring
13,NuflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,Low,Spring
14,Oxy100,0,0.0,0.0,0.0,0.0,,,February,2017,Low,Spring
15,Polyflex,28,0.0,3.0,100.0,10.71,0.3,4.4,February,2017,Low,Spring
16,Pro-Pen-G,0,0.0,0.0,0.0,0.0,,,February,2017,Low,Spring
17,ResflorGold,328,0.0,35.0,100.0,10.67,,,February,2017,Low,Spring
18,ResflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,Low,Spring
19,Tetradure,0,0.0,0.0,0.0,0.0,,,February,2017,Low,Spring
20,Tylan,0,0.0,0.0,0.0,0.0,,,February,2017,Low,Spring
21,Zactran,0,0.0,0.0,0.0,0.0,,,February,2017,Low,Spring
22,Zuprevo,0,0.0,0.0,0.0,0.0,,,February,2017,Low,Spring
1,300PROLA,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
2,A180,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
3,A180As2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
4,Adspec,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
5,Advocin,332,2.0,41.0,99.4,12.35,7.6,2481.78,February,2017,Moderate,Spring
6,AdvocinAs2ndRx,151,0.0,38.0,100.0,25.17,,,February,2017,Moderate,Spring
7,AlbonBolus,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
8,Baytril,458,71.0,15.0,84.5,3.28,0.15,226.41,February,2017,Moderate,Spring
9,BaytrilAs2ndRx,513,0.0,86.0,100.0,16.76,,,February,2017,Moderate,Spring
10,BaytrilAs3rdRx,97,0.0,46.0,100.0,47.42,,,February,2017,Moderate,Spring
11,Bio-Mycin,2647,531.0,77.0,79.94,2.91,0.01,3261.47,February,2017,Moderate,Spring
12,Bio-MyicnAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
13,Borgal,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
14,Ceftiflex,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
15,Draxxin,12798,1853.0,1027.0,85.52,8.02,4.76,44837.15,February,2017,Moderate,Spring
16,DraxxinAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
17,DraxxinAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
18,Excede,779,171.0,85.0,78.05,10.91,5.31,7506.49,February,2017,Moderate,Spring
19,ExcedeAs2ndRx,622,0.0,146.0,100.0,23.47,,,February,2017,Moderate,Spring
20,ExcedeAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
21,Excenel,67,0.0,12.0,100.0,17.91,,,February,2017,Moderate,Spring
22,Hexasol,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
23,LA-200,48,0.0,2.0,100.0,4.17,0.39,58.72,February,2017,Moderate,Spring
24,MassRxBio-Mycin,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
25,MassRxDraxxin,2758,383.0,57.0,86.11,2.07,0.59,4381.01,February,2017,Moderate,Spring
26,MassRxDraxxin/Excede,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
27,MassRxExcede,2944,318.0,35.0,89.2,1.19,4.73,2805.12,February,2017,Moderate,Spring
28,MassRxLA-200,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
29,MassRxMicotil,17088,1972.0,240.0,88.46,1.4,6.99,90325.12,February,2017,Moderate,Spring
30,MassRxNaxcel,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
31,MassRxNoromycin300LA,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
32,MassRxNuflor,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
33,MassRxZactran,10576,0.0,28.0,100.0,0.26,9.59,7183.84,February,2017,Moderate,Spring
0,MassRxZactran/Excede,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
1,MassRxZuprevo,2814,110.0,19.0,96.09,0.68,2.59,3582.33,February,2017,Moderate,Spring
2,Micotil,328,150.0,3.0,54.27,0.91,7.08,602.24,February,2017,Moderate,Spring
3,MicotilAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
4,MicotilAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
5,Naxcel,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
6,NaxcelAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
7,NaxcelAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
8,Nuflor,2234,630.0,215.0,71.8,9.62,4.11,6195.36,February,2017,Moderate,Spring
9,NuflorAs2ndRx,277,0.0,104.0,100.0,37.55,,,February,2017,Moderate,Spring
10,NuflorAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
11,NuflorGold,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
12,NuflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
13,Oxy100,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
14,Polyflex,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
15,Pro-Pen-G,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
16,ResflorGold,1460,491.0,249.0,66.37,17.05,1.59,6121.4,February,2017,Moderate,Spring
17,ResflorGoldAs2ndRx,1108,0.0,148.0,100.0,13.36,,,February,2017,Moderate,Spring
18,Tetradure,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
19,Tylan,0,0.0,0.0,0.0,0.0,,,February,2017,Moderate,Spring
20,Zactran,48,11.0,1.0,77.08,2.08,3.81,142.88,February,2017,Moderate,Spring
21,Zuprevo,32,0.0,0.0,100.0,0.0,0.34,70.88,February,2017,Moderate,Spring
1,300PROLA,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
2,A180,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
3,A180As2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
4,Adspec,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
5,Advocin,346,22.0,40.0,93.64,11.56,9.09,3526.29,February,2017,High,Spring
6,AdvocinAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
7,AlbonBolus,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
8,Baytril,303,78.0,57.0,74.26,18.81,4.36,381.08,February,2017,High,Spring
9,BaytrilAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
10,BaytrilAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
11,Bio-Mycin,291,33.0,27.0,88.66,9.28,0.34,134.97,February,2017,High,Spring
12,Bio-MyicnAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
13,Borgal,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
14,Ceftiflex,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
15,Draxxin,11032,1652.0,554.0,85.03,5.02,9.14,31792.47,February,2017,High,Spring
16,DraxxinAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
17,DraxxinAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
18,Excede,808,222.0,85.0,72.52,10.52,3.93,9333.42,February,2017,High,Spring
19,ExcedeAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
20,ExcedeAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
21,Excenel,24,4.0,2.0,83.33,8.33,7.79,6.96,February,2017,High,Spring
22,Hexasol,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
23,LA-200,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
24,MassRxBio-Mycin,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
25,MassRxDraxxin,59,0.0,1.0,100.0,1.69,5.29,82.11,February,2017,High,Spring
26,MassRxDraxxin/Excede,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
27,MassRxExcede,359,42.0,4.0,88.3,1.11,1.43,693.37,February,2017,High,Spring
28,MassRxLA-200,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
29,MassRxMicotil,322,44.0,3.0,86.34,0.93,7.95,779.9,February,2017,High,Spring
30,MassRxNaxcel,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
31,MassRxNoromycin300LA,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
32,MassRxNuflor,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
33,MassRxZactran,97,34.0,0.0,64.95,0.0,5.28,482.16,February,2017,High,Spring
0,MassRxZactran/Excede,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
1,MassRxZuprevo,2585,831.0,62.0,67.85,2.4,5.51,5943.35,February,2017,High,Spring
2,Micotil,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
3,MicotilAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
4,MicotilAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
5,Naxcel,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
6,NaxcelAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
7,NaxcelAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
8,Nuflor,3814,910.0,332.0,76.14,8.7,5.82,36617.48,February,2017,High,Spring
9,NuflorAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
10,NuflorAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
11,NuflorGold,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
12,NuflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
13,Oxy100,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
14,Polyflex,3,1.0,1.0,66.67,33.33,8.42,5.26,February,2017,High,Spring
15,Pro-Pen-G,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
16,ResflorGold,10,0.0,0.0,100.0,0.0,,,February,2017,High,Spring
17,ResflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
18,Tetradure,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
19,Tylan,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
20,Zactran,0,0.0,0.0,0.0,0.0,,,February,2017,High,Spring
21,Zuprevo,326,91.0,52.0,72.09,15.95,8.98,5967.48,February,2017,High,Spring
1,300PROLA,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
2,A180,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
3,A180As2ndRx,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
4,Adspec,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
5,Advocin,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
6,AlbonBolus,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
7,Baytril,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
8,BaytrilAs2ndRx,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
9,BaytrilAs3rdRx,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
10,Bio-Mycin,10,,0.0,100.0,0.0,,,February,2017,UltraHigh,Spring
11,Bio-MyicnAs3rdRx,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
12,Borgal,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
13,Ceftiflex,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
14,Draxxin,12,,0.0,100.0,0.0,,,February,2017,UltraHigh,Spring
15,DraxxinAs2ndRx,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
16,DraxxinAs3rdRx,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
17,Excede,53,,,100.0,5.66,,,February,2017,UltraHigh,Spring
18,ExcedeAs2ndRx,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
19,ExcedeAs3rdRx,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
20,Excenel,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
21,Hexasol,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
22,LA-200,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
23,MassRxBio-Mycin,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
24,MassRxDraxxin,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
25,MassRxDraxxin/Excede,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
26,MassRxExcede,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
27,MassRxLA-200,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
28,MassRxMicotil,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
29,MassRxNaxcel,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
30,MassRxNoromycin300LA,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
31,MassRxNuflor,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
32,MassRxZactran,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
33,MassRxZactran/Excede,0,,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
0,MassRxZuprevo,0,0.0,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
1,Micotil,0,0.0,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
2,MicotilAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
3,MicotilAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
4,Naxcel,0,0.0,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
5,NaxcelAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
6,NaxcelAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
7,Nuflor,0,0.0,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
8,NuflorAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
9,NuflorAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
10,NuflorGold,0,0.0,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
11,NuflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
12,Oxy100,0,0.0,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
13,Polyflex,0,0.0,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
14,Pro-Pen-G,0,0.0,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
15,ResflorGold,0,0.0,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
16,ResflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
17,Tetradure,0,0.0,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
18,Tylan,0,0.0,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
19,Zactran,0,0.0,0.0,0.0,0.0,,,February,2017,UltraHigh,Spring
20,Zuprevo,12,0.0,3.0,100.0,25.0,,,February,2017,UltraHigh,Spring
1,300PROLA,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
2,A180,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
3,A180As2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
4,Adspec,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
5,Advocin,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
6,AlbonBolus,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
7,Baytril,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
8,BaytrilAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
9,BaytrilAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
10,Bio-Mycin,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
11,Bio-MyicnAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
12,Borgal,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
13,Ceftiflex,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
14,Draxxin,1027,280.0,40.0,72.74,3.89,2.44,3315.88,February,2017,Natural,Spring
15,DraxxinAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
16,DraxxinAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
17,Excede,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
18,ExcedeAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
19,ExcedeAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
20,Excenel,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
21,Hexasol,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
22,LA-200,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
23,MassRxBio-Mycin,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
24,MassRxDraxxin,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
25,MassRxDraxxin/Excede,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
26,MassRxExcede,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
27,MassRxLA-200,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
28,MassRxMicotil,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
29,MassRxNaxcel,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
30,MassRxNoromycin300LA,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
31,MassRxNuflor,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
32,MassRxZactran,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
33,MassRxZactran/Excede,0,0.0,0.0,0.0,0.0,,,February,2017,Natural,Spring
1,300PROLA,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2018,Low,Spring
2,A180,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2018,Low,Spring
3,A180As2ndRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2018,Low,Spring
4,Adspec,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2018,Low,Spring
5,Advocin,79,16.0,9.0,79.75,11.39,36.1,2851.58,February,2018,Low,Spring
6,AdvocinAs2ndRx,36,3.0,9.0,91.67,25.0,24.32,875.52,February,2018,Low,Spring
7,AlbonBolus,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2018,Low,Spring
8,Baytril,8,7.0,1.0,12.5,12.5,17.01,136.08,February,2018,Low,Spring
9,BaytrilAs2ndRx,6,1.0,0.0,83.33,0.0,22.4,134.4,February,2018,Low,Spring
10,BaytrilAs3rdRx,8,1.0,2.0,87.5,25.0,24.17,193.36,February,2018,Low,Spring
11,Bio-Mycin,51,14.0,4.0,72.55,7.84,5.29,269.79,February,2018,Low,Spring
12,Bio-MyicnAs3rdRx,5,1.0,1.0,80.0,20.0,4.55,22.75,February,2018,Low,Spring
13,Borgal,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2018,Low,Spring
14,Ceftiflex,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2018,Low,Spring
15,Draxxin,5385,630.0,332.0,88.3,6.17,38.82,209034.93,February,2018,Low,Spring
16,DraxxinAs2ndRx,98,22.0,6.0,77.55,6.12,31.25,3062.5,February,2018,Low,Spring
17,DraxxinAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2018,Low,Spring
18,Excede,27,6.0,8.0,77.78,29.63,22.65,611.55,February,2018,Low,Spring
19,ExcedeAs2ndRx,237,0.0,36.0,100.0,15.19,0.0,0.0,February,2018,Low,Spring
20,ExcedeAs3rdRx,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2018,Low,Spring
21,Excenel,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2018,Low,Spring
22,Hexasol,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2018,Low,Spring
23,LA-200,47,0.0,0.0,100.0,0.0,5.97,280.59,February,2018,Low,Spring
24,MassRxBio-Mycin,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2018,Low,Spring
25,MassRxDraxxin,1947,1.0,17.0,99.95,0.87,27.19,52929.2,February,2018,Low,Spring
26,MassRxDraxxin/Excede,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2018,Low,Spring
27,MassRxExcede,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2018,Low,Spring
28,MassRxLA-200,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2018,Low,Spring
29,MassRxMicotil,1653,135.0,3.0,91.83,0.18,29.38,48565.14,February,2018,Low,Spring
30,MassRxNaxcel,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2018,Low,Spring
31,MassRxNoromycin300LA,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2018,Low,Spring
32,MassRxNuflor,0,0.0,0.0,0.0,0.0,0.0,0.0,February,2018,Low,Spring
0,MassRxZuprevo,0,0.0,0.0,0.0,0.0,,,February,2018,Natural,Spring
1,Micotil,0,0.0,0.0,0.0,0.0,,,February,2018,Natural,Spring
2,MicotilAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2018,Natural,Spring
3,MicotilAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2018,Natural,Spring
4,Naxcel,0,0.0,0.0,0.0,0.0,,,February,2018,Natural,Spring
5,NaxcelAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2018,Natural,Spring
6,NaxcelAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2018,Natural,Spring
7,Nuflor,0,0.0,0.0,0.0,0.0,,,February,2018,Natural,Spring
8,NuflorAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2018,Natural,Spring
9,NuflorAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2018,Natural,Spring
10,NuflorGold,0,0.0,0.0,0.0,0.0,,,February,2018,Natural,Spring
11,NuflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2018,Natural,Spring
12,Oxy100,0,0.0,0.0,0.0,0.0,,,February,2018,Natural,Spring
13,Polyflex,0,0.0,0.0,0.0,0.0,,,February,2018,Natural,Spring
14,Pro-Pen-G,0,0.0,0.0,0.0,0.0,,,February,2018,Natural,Spring
15,ResflorGold,0,0.0,0.0,0.0,0.0,,,February,2018,Natural,Spring
16,ResflorGoldAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2018,Natural,Spring
17,Tetradure,0,0.0,0.0,0.0,0.0,,,February,2018,Natural,Spring
18,Tylan,0,0.0,0.0,0.0,0.0,,,February,2018,Natural,Spring
19,Zactran,0,0.0,0.0,0.0,0.0,,,February,2018,Natural,Spring
20,Zuprevo,0,0.0,0.0,0.0,0.0,,,February,2018,Natural,Spring
0,MassRxZactran,17634,1404.0,85.0,92.04,0.48,0.56,38895.03,February,2018,Low,Spring
1,MassRxZactran/Excede,0,0.0,0.0,0.0,0.0,,,February,2018,Low,Spring
2,MassRxZuprevo,0,0.0,0.0,0.0,0.0,,,February,2018,Low,Spring
3,Micotil,0,0.0,0.0,0.0,0.0,,,February,2018,Low,Spring
4,MicotilAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2018,Low,Spring
5,MicotilAs3rdRx,0,0.0,0.0,0.0,0.0,,,February,2018,Low,Spring
6,Naxcel,0,0.0,0.0,0.0,0.0,,,February,2018,Low,Spring
7,NaxcelAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2018,Low,Spring
8,NaxcelAs3rdRx,9,0.0,5.0,100.0,55.56,,,February,2018,Low,Spring
9,Nuflor,2300,260.0,180.0,88.7,7.83,6.48,3904.0,February,2018,Low,Spring
10,NuflorAs2ndRx,0,0.0,0.0,0.0,0.0,,,February,2018,Low,Spring
